date,season,year,month,days,workingday,weather,temperature,atemp,humidity,windspeed,casual,registered,count,kelembapan
2012-12-16,Winter,2012,December,Monday,Weekend / Holiday,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",14.9,18.5,83.9,6.7,538,3248,3786,Too Dry
2012-12-17,Winter,2012,December,Tuesday,Working Day,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",16.1,20.1,90.7,6.6,212,4373,4585,Too Dry
2012-12-18,Winter,2012,December,Wednesday,Working Day,Clear / Partly cloudy,16.8,20.5,66.6,14.8,433,5124,5557,Too Dry
2012-12-19,Winter,2012,December,Thursday,Working Day,Clear / Partly cloudy,13.6,17.1,62.5,12.3,333,4934,5267,Normal
2012-12-20,Winter,2012,December,Friday,Working Day,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",13.5,16.8,66.8,8.9,314,3814,4128,Too Dry
2012-12-21,Spring,2012,December,Saturday,Working Day,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",13.4,15.1,55.7,25.1,221,3402,3623,Normal
2012-12-22,Spring,2012,December,Sunday,Weekend / Holiday,Clear / Partly cloudy,10.9,11.8,44.1,27.3,205,1544,1749,Too Humid
2012-12-23,Spring,2012,December,Monday,Weekend / Holiday,Clear / Partly cloudy,10.1,13.0,51.5,8.9,408,1379,1787,Normal
2012-12-24,Spring,2012,December,Tuesday,Working Day,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",9.5,12.9,79.1,5.2,174,746,920,Too Dry
2012-12-25,Spring,2012,December,Wednesday,Weekend / Holiday,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",11.9,14.7,73.5,11.3,440,573,1013,Too Dry
2012-12-26,Spring,2012,December,Thursday,Working Day,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",10.0,11.0,82.3,21.2,9,432,441,Too Dry
2012-12-27,Spring,2012,December,Friday,Working Day,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",10.4,11.3,65.3,23.5,247,1867,2114,Too Dry
2012-12-28,Spring,2012,December,Saturday,Working Day,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",10.4,12.8,59.0,10.4,644,2451,3095,Normal
2012-12-29,Spring,2012,December,Sunday,Weekend / Holiday,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",10.4,12.1,75.3,8.3,159,1182,1341,Too Dry
2012-12-30,Spring,2012,December,Monday,Weekend / Holiday,Clear / Partly cloudy,10.5,11.6,48.3,23.5,364,1432,1796,Normal
2012-12-31,Spring,2012,December,Tuesday,Working Day,"Misty + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",8.8,11.2,57.8,10.4,439,2290,2729,Normal
